"Scheme","DXCC","Reference","Name","Type","Lat","Long","Locator","Roc Code","Historic County","Nearest Postcode","Roc Master_post","Roc Group_hq",""
"UKBOTA","223","B/G-2730","Coastal artillery battery, Newhaven","WW2 Bunker","50.78223","0.05022","JO00AS","","Sussex","BN9 9DS","","","🗺️"
"UKBOTA","223","B/G-2731","Chaffcombe Lane Pillbox","Pillbox","50.88819","-2.94117","IO80MV","","Somerset","TA20 1RR","","","🗺️"
"UKBOTA","223","B/G-2732","The Drift, Horn Moor Pillbox","Pillbox","50.85786","-2.93437","IO80MU","","Somerset","TA20 4HD","","","🗺️"
"UKBOTA","223","B/G-2733","Coastal artillery battery, Hurst Point","WW2 Bunker","50.70635","-1.55431","IO90FQ","","Hampshire","PO40 9TB","","","🗺️"
"UKBOTA","223","B/G-2734","Longleat pillbox","Pillbox","51.17622","-2.26741","IO81UE","","Wiltshire","BA12 7NG","","","🗺️"
"UKBOTA","223","B/G-2735","Nock pillbox","Pillbox","51.17435","-2.23889","IO81VE","","Wiltshire","BA12 7LA","","","🗺️"
"UKBOTA","223","B/G-2736","Southleigh Wood pillbox cluster","Pillbox","51.17555","-2.17969","IO81VE","","Wiltshire","BA12 7BP","","","🗺️"
"UKBOTA","223","B/G-2737","South Newton pillbox","Pillbox","51.11107","-1.88107","IO91BC","","Wiltshire","SP2 0QJ","","","🗺️"
"UKBOTA","223","B/G-2738","Great Lea Common machine gun bunker","WW2 Bunker","51.41158","-0.97402","IO91MJ","","Berkshire","RG7 1NR","","","🗺️"
"UKBOTA","223","B/G-2739","Shotley Point air raid shelter","Air Raid Shelter","51.95896","1.27558","JO01PX","","Suffolk","IP9 1QJ","","","🗺️"
"UKBOTA","223","B/G-2740","Pear Tree Farm pillbox","Pillbox","51.98083","1.23143","JO01OX","","Suffolk","IP9 1EY","","","🗺️"
"UKBOTA","223","B/G-2741","Akeld pillbox","Pillbox","55.56118","-2.07129","IO85XN","","Northumberland","NE71 6TA","","","🗺️"
"UKBOTA","223","B/G-2742","Wooler pillbox cluster","Pillbox","55.54594","-2.02707","IO85XN","","Northumberland","NE71 6ED","","","🗺️"
"UKBOTA","223","B/G-2743","Weetwood Moor pillbox cluster","Pillbox","55.55152","-1.99006","IO95AN","","Northumberland","NE71 6AQ","","","🗺️"
"UKBOTA","223","B/G-2744","Highcairn pillbox cluster","Pillbox","55.53032","-1.97115","IO95AM","","Northumberland","NE71 6QT","","","🗺️"
"UKBOTA","223","B/G-2745","Old Hewick pillbox cluster","Pillbox","55.48808","-1.88135","IO95BL","","Northumberland","NE66 4DZ","","","🗺️"
"UKBOTA","223","B/G-2746","Elingham pillbox cluster","Pillbox","55.47013","-1.83438","IO95BL","","Northumberland","NE66 2DU","","","🗺️"
"UKBOTA","223","B/G-2747","Beachley Point, coastal defence bunkers (cluster)","WW2 Coastal Defence Bunker","51.60954","-2.65270","IO81QO","","Gloucestershire","NP16 7HR","","","🗺️"
"UKBOTA","223","B/G-2748","RAF Spilsby WW2 Blast Shelter Cluster","WW2 Bunker","53.16133","0.14647","JO03BD","","Lincolnshire","PE23 5PS","","","🗺️"
"UKBOTA","223","B/G-2749","Stanton Shelter, RAF Spilsby","Air Raid Shelter","53.16304","0.15151","JO03BD","","Lincolnshire","PE23 5PS","","","🗺️"
"UKBOTA","223","B/G-2750","Fort Southwick Nato Communications Centre","WW2 Bunker","50.85814","-1.10882","IO90KU","","Hampshire","PO17 6AR","","","🗺️"
"UKBOTA","223","B/G-2751","Pillbox Cluster, Warton","Pillbox Cluster","53.75433","-2.89274","IO83NS","","Lancashire","PR4 1XT","","","🗺️"
"UKBOTA","223","B/G-2752","Coastal defence bunker, Man O' War Cove","Pillbox","50.62153","-2.27539","IO80UO","","Dorset","","","","🗺️"
"UKBOTA","223","B/G-2753","Pillbox cluster, Lulworth Cove","Pillbox","50.61776","-2.25006","IO80UO","","Dorset","BH20 5RH","","","🗺️"
"UKBOTA","223","B/G-2754","Coastal Artillery Battery, Bran Point","WW2 Bunker","50.63335","-2.36707","IO80TP","","Dorset","DT3 6HJ","","","🗺️"
"UKBOTA","223","B/G-2755","Fort Purbrook","WW2 Bunker","50.85350","-1.03765","IO90LU","","Hampshire","PO6 1BJ","","","🗺️"
"UKBOTA","223","B/G-2756","Fort Nelson","WW2 Bunker","50.86085","-1.13879","IO90KU","","Hampshire","PO17 6AN","","","🗺️"
"UKBOTA","223","B/G-2757","Chale Markers Shelter","Observation Post","50.59820","-1.32979","IO90IO","","Hampshire","PO38 2JE","","","🗺️"
"UKBOTA","223","B/G-2758","St Helens Fort","Military Bunker","50.70506","-1.08407","IO90KQ","","Hampshire","","","","🗺️"
"UKBOTA","223","B/G-2759","Civil air raid shelter, Portsea","Air Raid Shelter","50.78603","-1.16200","IO90KS","","Hampshire","PO12 2QT","","","🗺️"
"UKBOTA","223","B/G-2760","Pillbox, Fort Brockhurst","Pillbox","50.81340","-1.15644","IO90KT","","Hampshire","PO12 4BJ","","","🗺️"
"UKBOTA","223","B/G-2761","Caistor OB, Hundon Manor","Civil Defence","53.50729","-0.31914","IO93UM","","Lincolnshire","LN7 6RX","","","🗺️"
"UKBOTA","223","B/G-2762","LAA Battery, Warton","Anti Aircraft Battery","53.75488","-2.89880","IO83NS","","Lancashire","PR4 1FR","","","🗺️"
"UKBOTA","223","B/G-2763","Pillbox Cluster 1, Alver Valley","Pillbox","50.80014","-1.17531","IO90JT","","Hampshire","PO13 8DR","","","🗺️"
"UKBOTA","223","B/G-2764","Pillbox Cluster 2, Alver Valley","Pillbox","50.80836","-1.18105","IO90JT","","Hampshire","PO13 9TN","","","🗺️"
"UKBOTA","223","B/G-2765","Fort Monckton Coastal artillery battery","Coastal Defence","50.77703","-1.13214","IO90KS","","Hampshire","PO12 2AT","","","🗺️"
"UKBOTA","223","B/G-2766","Stambourne Decoy Airfield bunker","WW2 Bunker","52.02613","0.51582","JO02GA","","Essex","CO9 4PH","","","🗺️"
"UKBOTA","223","B/G-2767","Pillbox cluster, Garston Manor","Pillbox","51.70182","-0.38907","IO91TQ","","Hertfordshire","WD25 0UU","","","🗺️"
"UKBOTA","223","B/G-2768","Latimer Pillbox","Pillbox","51.68986","-0.55473","IO91RQ","","Buckinghamshire","HP5 1UQ","","","🗺️"
"UKBOTA","223","B/G-2769","RAF Cheddington blast shelter cluster","WW2 Bunker","51.82944","-0.67570","IO91PT","","Buckinghamshire","HP23 4FE","","","🗺️"
"UKBOTA","223","B/G-2770","Breckles Decoy Airfield","Decoy","52.51468","0.88247","JO02KM","","Norfolk","NR17 1EW","","","🗺️"
"UKBOTA","223","B/G-2771","Kelling Decoy Airfield","Decoy","52.94570","1.09958","JO02NW","","Norfolk","NR25 7XL","","","🗺️"
"UKBOTA","223","B/G-2772","Air raid shelter, Titchfield","Air Raid Shelter","50.86200","-1.24192","IO90JU","","Hampshire","PO15 5AS","","","🗺️"
"UKBOTA","223","B/G-2773","Pillbox cluster, Hayling Island","Pillbox","50.81038","-0.98358","IO90MT","","Hampshire","PO11 0JA","","","🗺️"
"UKBOTA","223","B/G-2774","Civil Air Raid Shelter, Cirencester","Air Raid Shelter","51.71522","-1.97039","IO91AR","","Gloucestershire","GL7 1QW","","","🗺️"
"UKBOTA","223","B/G-2775","Uxbridge UNITER communications bunker","Cold War Bunker","51.54127","-0.46527","IO91SM","","Middlesex","UB10 0GG","","","🗺️"
"UKBOTA","223","B/G-2776","Vickers Machine Gun Pillboxes (2)","Coastal Defence","52.96113","0.84625","JO02KX","","Norfolk","NR23 1FD","","","🗺️"
"UKBOTA","223","B/G-2777","Rawcliffe Bridge UNITER communications bunker","Cold War Bunker","53.68655","-0.94780","IO93MQ","","West Riding","DN14 8PD","","","🗺️"
"UKBOTA","223","B/G-2778","RAF Cranwell UNITER communications bunker","Cold War Bunker","53.03317","-0.49206","IO93SA","","Lincolnshire","NG34 8HD","","","🗺️"
"UKBOTA","223","B/G-2779","Pillbox cluster, Ashley Heath","Pillbox","50.84216","-1.81078","IO90CU","","Hampshire","BH24 2NN","","","🗺️"
"UKBOTA","223","B/G-2780","Section post bunker, Wick","WW2 Bunker","50.98895","-1.75927","IO90CX","","Wiltshire","SP5 3HW","","","🗺️"
"UKBOTA","223","B/G-2781","Bemerton Pillbox","Pillbox","51.07577","-1.83329","IO91CB","","Wiltshire","SP2 9NA","","","🗺️"
"UKBOTA","223","B/G-2782","Boyton Pillbox","Pillbox","51.15957","-2.06714","IO81XD","","Wiltshire","BA12 0FB","","","🗺️"
"UKBOTA","223","B/G-2783","Knook Pillbox","Pillbox","51.17400","-2.08951","IO81WE","","Wiltshire","BA12 0JG","","","🗺️"
"UKBOTA","223","B/G-2784","Calshot Cemetery air raid shelters (2)","Air Raid Shelter","50.80959","-1.32553","IO90IT","","Hampshire","SO45 1BY","","","🗺️"
"UKBOTA","223","B/G-2785","Nothe Fort","Nuclear Bunker","50.60743","-2.44380","IO80SO","","Dorset","DT4 8UF","","","🗺️"
"UKBOTA","223","B/G-2786","Marlborough Mini Pillbox","Pillbox","51.42222","-1.73007","IO91DK","","Wiltshire","SN8 1HU","","","🗺️"
"UKBOTA","223","B/G-2787","RAF Spadeadam: Blue Streak Underground Launcher Facility","IRBM","55.05740","-2.58400","IO85QB","","Cumberland","","","","🗺️"
"UKBOTA","223","B/G-2788","Otterspool House pillbox","Pillbox","51.67737","-0.37012","IO91TQ","","Hertfordshire","WD25 8AX","","","🗺️"
"UKBOTA","223","B/G-2789","Wall Hall pillbox","Pillbox","51.68228","-0.36778","IO91TQ","","Hertfordshire","WD25 8AX","","","🗺️"
"UKBOTA","223","B/G-2790","Radlett Aerodrome pillbox","Pillbox","51.70444","-0.33161","IO91UQ","","Hertfordshire","AL2 2EN","","","🗺️"
"UKBOTA","223","B/G-2791","Shenley pillbox cluster","Pillbox","51.68540","-0.27768","IO91UQ","","Hertfordshire","WD7 9EP","","","🗺️"
"UKBOTA","223","B/G-2792","Pursley Wood pillbox","Pillbox","51.68807","-0.26369","IO91UQ","","Hertfordshire","WD6 5PH","","","🗺️"
"UKBOTA","223","B/G-2793","Ridge pillbox","Pillbox","51.68905","-0.24433","IO91VQ","","Hertfordshire","EN6 3LP","","","🗺️"
"UKBOTA","223","B/G-2794","Stokers Farm pillbox","Pillbox","51.62933","-0.48042","IO91SP","","Hertfordshire","WD3 1NZ","","","🗺️"
"UKBOTA","223","B/G-2795","RAF Booker pillbox #1","Pillbox","51.61402","-0.80437","IO91OO","","Buckinghamshire","HP12 4QT","","","🗺️"
"UKBOTA","223","B/G-2796","RAF Booker pillbox #2","Pillbox","51.60483","-0.80056","IO91OO","","Buckinghamshire","SL7 3DH","","","🗺️"
"UKBOTA","223","B/G-2797","Yiewsley Moor pillbox #1","Pillbox","51.51552","-0.49167","IO91SM","","Buckinghamshire","SL0 9LL","","","🗺️"
"UKBOTA","223","B/G-2798","Yiewsley Moor pillbox #2","Pillbox","51.51685","-0.48393","IO91SM","","Middlesex","UB8 2JJ","","","🗺️"
"UKBOTA","223","B/G-2799","Bofors gun bunker, Ruislip Manor","WW2 Bunker","51.56954","-0.41560","IO91TN","","Middlesex","HA4 6AH","","","🗺️"
"UKBOTA","223","B/G-2800","Edenhall field gun bunker","WW2 Bunker","54.69086","-2.67554","IO84PQ","","Cumberland","CA11 8SY","","","🗺️"
"UKBOTA","223","B/G-2801","Newby East pillbox","Pillbox","54.91702","-2.81744","IO84OW","","Cumberland","CA4 8QX","","","🗺️"
"UKBOTA","223","B/G-2802","Brampton pillbox","Pillbox","54.93859","-2.72798","IO84PW","","Cumberland","CA8 1TU","","","🗺️"
"UKBOTA","223","B/G-2803","West Mooorhouses pillbox","Pillbox","55.02057","-1.93212","IO95AA","","Northumberland","NE20 0RG","","","🗺️"
"UKBOTA","223","B/G-2804","Ryal pillbox","Pillbox","55.06364","-1.97938","IO95AB","","Northumberland","NE20 0RN","","","🗺️"
"UKBOTA","223","B/G-2805","Molesdon pillbox #1","Pillbox","55.15278","-1.78185","IO95CD","","Northumberland","NE61 3QQ","","","🗺️"
"UKBOTA","223","B/G-2806","Molesdon pillbox #2","Pillbox","55.15863","-1.75871","IO95CD","","Northumberland","NE61 3QT","","","🗺️"
"UKBOTA","223","B/G-2807","Mitford pillbox #1","Pillbox","55.16321","-1.73696","IO95DD","","Northumberland","NE61 3PZ","","","🗺️"
"UKBOTA","223","B/G-2808","Mitford pillbox #2","Pillbox","55.16581","-1.73011","IO95DD","","Northumberland","NE61 3PL","","","🗺️"
"UKBOTA","223","B/G-2809","Mitford pillbox #3","Pillbox","55.17003","-1.72655","IO95DE","","Northumberland","NE61 3PN","","","🗺️"
"UKBOTA","223","B/G-2810","Mitford pillbox #4","Pillbox","55.17534","-1.72341","IO95DE","","Northumberland","NE61 3RZ","","","🗺️"
"UKBOTA","223","B/G-2811","Morpeth pillbox #1","Pillbox","55.18287","-1.70425","IO95DE","","Northumberland","NE61 3JX","","","🗺️"
"UKBOTA","223","B/G-2812","Bothall pillbox #1","Pillbox","55.16939","-1.63174","IO95EE","","Northumberland","NE61 6SP","","","🗺️"
"UKBOTA","223","B/G-2813","Bothall pillbox #2","Pillbox","55.17727","-1.61828","IO95EE","","Northumberland","NE61 6QL","","","🗺️"
"UKBOTA","223","B/G-2814","Longhirst Colliery pillbox","Pillbox","55.19861","-1.63141","IO95EE","","Northumberland","NE61 3ND","","","🗺️"
"UKBOTA","223","B/G-2815","Coastal defence, Newbiggin","Coastal Defence","55.17549","-1.51444","IO95FE","","Northumberland","NE64 6XQ","","","🗺️"
"UKBOTA","223","B/G-2816","Field gun bunker, Newbiggin","WW2 Bunker","55.18623","-1.50102","IO95FE","","Northumberland","NE64 6DP","","","🗺️"
"UKBOTA","223","B/G-2817","Harbour command post bunker, Blyth","WW2 Bunker","55.11928","-1.49321","IO95GC","","Northumberland","NE24 3PB","","","🗺️"
"UKBOTA","223","B/G-2818","Blyth promenade pillbox","Pillbox","55.11271","-1.49873","IO95GC","","Northumberland","NE24 3PG","","","🗺️"
"UKBOTA","223","B/G-2819","Coastal battery bunker, Blyth","WW2 Bunker","55.10719","-1.49847","IO95GC","","Northumberland","NE24 3PQ","","","🗺️"
"UKBOTA","223","B/G-2820","HAA battery bunker, Blyth","WW2 Bunker","55.09982","-1.49944","IO95GC","","Northumberland","NE24 3PH","","","🗺️"
"UKBOTA","223","B/G-2821","St. Mary's Island pillbox","Pillbox","55.07178","-1.44997","IO95GB","","Northumberland","NE26 4RS","","","🗺️"
"UKBOTA","223","B/G-2822","Ccastal battery bunker, Tynemouth","WW2 Bunker","55.01776","-1.41650","IO95HA","","Northumberland","NE30 4BZ","","","🗺️"
"UKBOTA","223","B/G-2823","Scarborough North Cliff pillbox","Pillbox","54.29853","-0.41524","IO94TH","","North Riding","YO12 6PW","","","🗺️"
"UKBOTA","223","B/G-2824","Eastney Fort pillbox #1","Pillbox","50.78330","-1.05762","IO90LS","","Hampshire","PO4 9YB","","","🗺️"
"UKBOTA","223","B/G-2825","Eastney Fort battery bunker","WW2 Bunker","50.78492","-1.05083","IO90LS","","Hampshire","PO4 9PX","","","🗺️"
"UKBOTA","223","B/G-2826","Eastney Fort pillbox #2","Pillbox","50.78579","-1.04473","IO90LS","","Hampshire","PO4 9ND","","","🗺️"
"UKBOTA","223","B/G-2827","Eastney coastal defence battery bunker","WW2 Bunker","50.78860","-1.03151","IO90LS","","Hampshire","PO4 9LD","","","🗺️"
"UKBOTA","223","B/G-2828","HAA artillery bunker, Hayling","WW2 Bunker","50.78991","-1.00970","IO90LS","","Hampshire","PO11 0BY","","","🗺️"
"UKBOTA","223","B/G-2829","Clifton Pillbox WW2","Pillbox","53.52023","-2.31165","IO83UM","","Lancashire","M27 8LN","","","🗺️"
"UKBOTA","223","B/G-2830","Civil air raid shelter cluster, Stubbington","Air Raid Shelter","50.82397","-1.21253","IO90JT","","Hampshire","PO14 2AS","","","🗺️"
"UKBOTA","223","B/G-2831","Pillbox Cluster, Hardway","Pillbox","50.80728","-1.12891","IO90KT","","Hampshire","PO12 4FW","","","🗺️"
"UKBOTA","223","B/G-2832","Defence Munitions, Gosport","Ammo Depot","50.83106","-1.15547","IO90KT","","Hampshire","PO13 0BB","","","🗺️"
"UKBOTA","223","B/G-2833","RAF Henlow pillbox cluster (Lower Stondon)","Pillbox","52.00846","-0.31251","IO92UA","","Bedfordshire","SG16 6GR","","","🗺️"
"UKBOTA","223","B/G-2834","RAF Henlow pillbox cluster (Clifton)","Pillbox","52.02596","-0.30442","IO92UA","","Bedfordshire","SG17 5JJ","","","🗺️"
"UKBOTA","223","B/G-2835","Pillbox cluster, Barton-le-Clay","Pillbox","51.96904","-0.44782","IO91SX","","Bedfordshire","MK45 4SE","","","🗺️"
"UKBOTA","223","B/G-2836","High Down Rocket Test Site","Intermediate Range Ballistic Missile Site","50.66133","-1.57787","IO90FP","","Hampshire","PO39 0JH","","","🗺️"
"UKBOTA","223","B/G-2837","Gosport Armament Depot Pillbox Cluster","Pillbox","50.82005","-1.14291","IO90KT","","Hampshire","PO12 4BF","","","🗺️"
"UKBOTA","223","B/G-2838","RAF Cottesmore Cold War Bomb Stores","Bomb Store","52.73785","-0.66342","IO92QR","","Rutland","","","","🗺️"
"UKBOTA","223","B/G-2839","Wickham Pillbox","Pillbox","54.95688","-1.65460","IO94EW","","Durham","NE11 9HU","","","🗺️"
"UKBOTA","223","B/G-2840","Wylam Pillbox","Pillbox","54.98043","-1.82044","IO94CX","","Northumberland","NE41 8EZ","","","🗺️"
"UKBOTA","223","B/G-2841","Stocksfield Pillbox","Pillbox","54.95136","-1.92075","IO94AW","","Northumberland","NE43 7AB","","","🗺️"
"UKBOTA","223","B/G-2842","RAF Usworth","Airfield Battle Headquart","54.92335","-1.47080","IO94GW","","Durham","SR5 3HE","","","🗺️"
"UKBOTA","223","B/G-2843","Fulwell Acoustic Mirror WW1 Listening Station","Observation Post","54.92964","-1.39389","IO94HW","","Durham","SR5 1SJ","","","🗺️"
"UKBOTA","223","B/G-2844","Heavy Anti-Aircraft Battery Lizzard Lane","Anti-Aircraft Battery","54.96666","-1.37515","IO94HX","","Durham","SR6 7NN","","","🗺️"
"UKBOTA","223","B/G-2845","Somerleyton Auxilary OB","AUX","52.51536","1.66031","JO02TM","","Suffolk","NR32 5QJ","","","🗺️"
"UKBOTA","223","B/G-2846","St Oalves Auxilary OB","AUX","52.53228","1.63168","JO02TM","","Suffolk","NR31 9HL","","","🗺️"
"UKBOTA","223","B/G-2847","Happisburgh Auxilary OB","AUX","52.82794","1.42883","JO02RT","","Norfolk","NR28 9SP","","","🗺️"
"UKBOTA","223","B/G-2848","South Walsham Auxilary OB","AUX","52.66871","1.49778","JO02RQ","","Norfolk","NR13 6EF","","","🗺️"
"UKBOTA","223","B/G-2849","Brean Down Coastal Artillery Battery","Coastal Defence","51.32822","-3.03480","IO81LH","","Somerset","","","","🗺️"
"UKBOTA","223","B/G-2850","Browndown Coastal Defense Battery","Coastal Defence","50.78701","-1.17480","IO90JS","","Hampshire","PO13 9BE","","","🗺️"
"UKBOTA","223","B/G-2851","Pinks Hill Pillbox","Pillbox","50.85582","-1.16438","IO90KU","","Hampshire","PO16 8UH","","","🗺️"
"UKBOTA","223","B/G-2852","Hamble Point AA Battery","Anti-Aircraft Battery","50.85048","-1.31572","IO90IU","","Hampshire","SO31 4JD","","","🗺️"
"UKBOTA","223","B/G-2853","Redend Point OB (Fort Henry)","Observation Post","50.64525","-1.94787","IO90AP","","Dorset","BH19 3AX","","","🗺️"
"UKBOTA","223","B/G-2854","Studland OP","Observation Post","50.65606","-1.96232","IO90AP","","Dorset","BH19 3AH","","","🗺️"
"UKBOTA","223","B/G-2855","Mersea Coastal OP","Observation Post","51.80103","1.01982","JO01MT","","Essex","CO16 8GT","","","🗺️"
"UKBOTA","223","B/G-2856","Bawdsey Artillery OP","Observation Post","51.98953","1.39952","JO01QX","","Suffolk","IP12 3AY","","","🗺️"
"UKBOTA","223","B/G-2857","RAF Oakington Pillbox cluster","Ground Defence","52.27435","0.07545","JO02AG","","Cambridgeshire","CB24 3AR","","","🗺️"
"UKBOTA","223","B/G-2858","Eastbourne Coast Artillery Battery OP","Observation Post","50.80741","0.34447","JO00ET","","Sussex","BN24 6BU","","","🗺️"
"UKBOTA","223","B/G-2859","Braunton Coast Artillery Battery OP","Observation Post","51.06040","-4.17827","IO71VB","","Devon","EX39 4LF","","","🗺️"
"UKBOTA","223","B/G-2860","Upnor OP","Observation Post","51.40746","0.52692","JO01GJ","","Kent","ME2 4WX","","","🗺️"
"UKBOTA","223","B/G-2861","Bidston Tunnels Mass Air Raid Shelter","Air Raid Shelter","53.40380","-3.07241","IO83LJ","","Cheshire","CH43 7QY","","","🗺️"
"UKBOTA","223","B/G-2862","Bofors Gun Tower","Anti-Aircraft Battery","50.85547","-1.30740","IO90IU","","Hampshire","SO31 9FR","","","🗺️"
"UKBOTA","223","B/G-2863","Brassington World War Two Observation Post","Observation Post","53.09406","-1.66255","IO93EC","","Derbyshire","DE4 4HN","","","🗺️"
"UKBOTA","223","B/G-2864","Hetton le Hole Auxiliary Unit OB","AUX","54.83402","-1.45000","IO94GU","","Durham","DH5 9AZ","","","🗺️"
"UKBOTA","223","B/G-2865","Haswell Auxiliary Unit OB","AUX","54.79586","-1.43566","IO94GT","","Durham","DH6 2AA","","","🗺️"
"UKBOTA","223","B/G-2866","Washington Auxiliary Unit OB","AUX","54.88405","-1.50805","IO94FV","","Durham","NE38 0RB","","","🗺️"
"UKBOTA","223","B/G-2867","Birtley Auxiliary Unit OB","AUX","54.88884","-1.60406","IO94EV","","Durham","DH2 1TP","","","🗺️"
"UKBOTA","223","B/G-2868","Kibblesworth Auxiliary Unit OB","AUX","54.89829","-1.66431","IO94EV","","Durham","NE16 5EH","","","🗺️"
"UKBOTA","223","B/G-2869","Sutterby Aux OB","AUX","53.23082","0.06150","JO03AF","","Lincolnshire","LN11 8RD","","","🗺️"
"UKBOTA","223","B/G-2870","Newford Island Pillbox","Pillbox","49.92084","-6.30865","IN69UW","","Cornwall","TR21 0NE","","","🗺️"
"UKBOTA","223","B/G-2871","Well Auxiliary Unit OB","AUX","53.23877","0.14961","JO03BF","","Lincolnshire","","","","🗺️"
"UKBOTA","223","B/G-2872","Pillbox, Pendrathen","Pillbox","49.93573","-6.30022","IN69UW","","Cornwall","TR21 0NS","","","🗺️"
"UKBOTA","223","B/G-2873","Pillbox, Porth Hellick","Pillbox","49.91647","-6.28682","IN69UV","","Cornwall","TR21 0NZ","","","🗺️"
"UKBOTA","223","B/G-2874","Pillbox, Tolman Point","Pillbox","49.91042","-6.29723","IN69UV","","Cornwall","TR21 0NJ","","","🗺️"
"UKBOTA","223","B/G-2875","Pillbox Cluster, Old Town Beach","Pillbox","49.91233","-6.30117","IN69UV","","Cornwall","TR21 0PA","","","🗺️"
"UKBOTA","223","B/G-2876","RAF Scampton UNITER Communications Bunker","Communications","53.30259","-0.54397","IO93RH","","Lincolnshire","LN1 2ST","","","🗺️"
"UKBOTA","223","B/G-2877","Rand Q Decoy Airfield","Decoy","53.30197","-0.30089","IO93UH","","Lincolnshire","LN8 5LE","","","🗺️"
"UKBOTA","223","B/G-2878","Halnaker Windmill","Observation Post","50.87926","-0.69259","IO90PV","","Sussex","PO18 0LX","","","🗺️"
"UKBOTA","223","B/G-2879","North Cotes HAA Battery","Anti-Aircraft Battery","53.49443","0.06209","JO03AL","","Lincolnshire","DN36 5UU","","","🗺️"
"UKBOTA","223","B/G-2880","Queen Margaret's Defence Pillbox","Pillbox","54.26520","-0.41263","IO94TG","","North Riding","YO11 2YH","","","🗺️"
"UKBOTA","223","B/G-2881","Seamer Road Air Raid Shelter","Air Raid Shelter","54.26328","-0.41549","IO94TG","","North Riding","YO12 4HQ","","","🗺️"
"UKBOTA","223","B/G-2882","Landgard Fort, Felixstowe","Coastal Defence","51.93886","1.32069","JO01PW","","Suffolk","IP11 3TW","","","🗺️"
"UKBOTA","223","B/G-2883","RAF East Kirkby LAA Gun Site","Anti-Aircraft Battery","53.14507","0.00112","JO03AD","","Lincolnshire","PE23 4BH","","","🗺️"
"UKBOTA","223","B/G-2884","Chilling Coastal Defense Battery","Coastal Defence","50.83601","-1.28992","IO90IU","","Hampshire","SO31 9HD","","","🗺️"
"UKBOTA","223","B/G-2885","WWII Starfish decoy bunker, Littlemoor","Decoy","50.64000","-2.45100","IO80SP","","Dorset","DT3 6GE","","","🗺️"
"UKBOTA","223","B/G-2886","North Bersted Pillbox 1","Pillbox","50.80655","-0.68658","IO90PT","","Sussex","PO22 9AG","","","🗺️"
"UKBOTA","223","B/G-2887","North Bersted Pillbox 2","Pillbox","50.80042","-0.67361","IO90PT","","Sussex","PO22 9FD","","","🗺️"
"UKBOTA","223","B/G-2888","Scunthorpe HAA Site F/H1","Anti-Aircraft Battery","53.64045","-0.68250","IO93PP","","Lincolnshire","DN15 9HE","","","🗺️"
"UKBOTA","223","B/G-2889","Ringstead Bay Chain Home Radar Site","Radar","50.63437","-2.34351","IO80TP","","Dorset","DT2 8NQ","","","🗺️"
"UKBOTA","223","B/G-2890","Ringstead Barns Pillbox","Pillbox","50.63731","-2.36000","IO80TP","","Dorset","DT2 8NF","","","🗺️"
"UKBOTA","223","B/G-2891","Buss Creek Pillbox, Southwold","Pillbox","52.33320","1.67408","JO02UH","","Suffolk","IP18 6GZ","","","🗺️"
"UKBOTA","223","B/G-2892","Roker Battery","Coastal Defence","54.92715","-1.36679","IO94HW","","Durham","SR6 9NQ","","","🗺️"
"UKBOTA","223","B/G-2893","Trow Point Pillbox Cluster","Pillbox","54.99297","-1.40155","IO94HX","","Durham","NE33 2JH","","","🗺️"
"UKBOTA","223","B/G-2894","WWII Pillbox, Ringstead, Osmington","Pillbox","50.63731","-2.35999","IO80TP","","Dorset","DT2 8NF","","","🗺️"
"UKBOTA","223","B/G-2895","Lumley Civil Air Raid Shelter","Air Raid Shelter","54.83720","-1.54083","IO94FU","","Durham","DH3 4JJ","","","🗺️"
"UKBOTA","223","B/G-2896","West Rainton Air Raid Shelter(s)","Air Raid Shelter","54.81237","-1.50968","IO94FT","","Durham","DH4 6RN","","","🗺️"
"UKBOTA","223","B/G-2897","Rochdale Rd East Pillbox","Pillbox","53.59903","-2.19662","IO83VO","","Lancashire","OL10 1RL","","","🗺️"
"UKBOTA","223","B/G-2898","National Memorial Arboretum Pillbox Cluster","Pillbox","52.73124","-1.72270","IO92DR","","Staffordshire","WS13 8QX","","","🗺️"
"UKBOTA","223","B/G-2899","Chetwynds Bridge Pillbox","Pillbox","52.72161","-1.72462","IO92DR","","Staffordshire","WS13 8QU","","","🗺️"
"UKBOTA","223","B/G-2900","Drakelow Pillbox","Pillbox","52.77380","-1.67059","IO92DS","","Staffordshire","DE14 3UY","","","🗺️"
"UKBOTA","223","B/G-2901","Branston Pillbox","Pillbox","52.78023","-1.65379","IO92ES","","Staffordshire","DE15 9WP","","","🗺️"
"UKBOTA","223","B/G-2902","St Mowden Pillbox","Pillbox","52.79734","-1.63060","IO92ET","","Staffordshire","DE14 3RT","","","🗺️"
"UKBOTA","223","B/G-2903","River Dove Pillbox cluster #1","Pillbox","52.83753","-1.60222","IO92EU","","Derbyshire","DE13 0DG","","","🗺️"
"UKBOTA","223","B/G-2904","River Dove Pillbox cluster #2","Pillbox","52.85540","-1.64070","IO92EU","","Staffordshire","DE13 9AH","","","🗺️"
"UKBOTA","223","B/G-2905","Tutbury Bridge Pillbox","Pillbox","52.86113","-1.67111","IO92DU","","Staffordshire","DE13 9LY","","","🗺️"
"UKBOTA","223","B/G-2906","River Churnet Pillbox","Pillbox","52.93529","-1.85282","IO92BW","","Derbyshire","ST14 5BL","","","🗺️"
