"UKBOTA Reference","Bunker Name","Type","Area","Latitude","Longitude","OSGR","WAB","Nearest Postcode","Maidenhead"
"B/GM-0175","ROC Post Mallaig","ROC Bunker","Highland","56.991078","-5.829051","NM 6750 9540","NM69","PH41 4RH","IO76CX"
"B/GM-0176","ROC Post Glenfinnan","ROC Bunker","Highland","56.868245","-5.447103","NM 9000 8050","NM98","PH37 4LT","IO76GU"
"B/GM-0177","ROC Post Onich","ROC Bunker","Highland","56.70289","-5.22686","NN 0255 6145","NN06","PH33 6SD","IO76JQ"
"B/GM-0178","ROC Post Fort William Master Post","ROC Bunker","Highland","56.833575","-5.100033","NN 1097 7563","NN17","PH33 7BA","IO76KU"
"B/GM-0179","ROC Post Spean Bridge","ROC Bunker","Highland","56.897539","-4.94174","NN 2093 8232","NN28","PH34 4EG","IO76MV"
"B/GM-0180","ROC Post Invergarry","ROC Bunker","Highland","57.045102","-4.80566","NN 2989 9839","NN29","PH34 4EB","IO77OB"
"B/GM-0181","ROC Post Tulloch","ROC Bunker","Highland","56.893569","-4.670463","NN 3743 8120","NN38","PH31 4AR","IO76PV"
"B/GM-0182","ROC Post Dalwhinnie","ROC Bunker","Highland","56.946989","-4.243457","NN 6363 8621","NN68","PH19 1AA","IO76VW"
"B/GM-0183","ROC Post Broadford Master Post","ROC Bunker","Highland","57.23996","-5.90195","NG 6466 2333","NG62","IV49 9AF","IO77BF"
"B/GM-0184","ROC Post Dunvegan","ROC Bunker","Highland","57.440318","-6.541687","NG 2758 4800","NG24","IV55 8GS","IO67RK"
"B/GM-0185","ROC Post Uig","ROC Bunker","Highland","57.585976","-6.351871","NG 4000 6345","NG46","IV51 9YE","IO67TO"
"B/GM-0186","ROC Post Portree","ROC Bunker","Highland","57.423084","-6.212466","NG 4720 4481","NG44","IV51 9FD","IO67VK"
"B/GM-0187","ROC Post Ardvasar","ROC Bunker","Highland","57.093139","-5.872616","NG 6550 0690","NG60","IV44 8RG","IO77BC"
"B/GM-0188","ROC Post Greg Ness","ROC Bunker","Aberdeen City","57.114413","-2.079734","NJ 9527 0261","NJ90","AB12 3QY","IO87XC"
"B/GM-0189","ROC Post Feughside","ROC Bunker","Aberdeenshire","57.017912","-2.591055","NO 6421 9202","NO69","AB31 6NS","IO87QA"
"B/GM-0190","ROC Post Laurencekirk","ROC Bunker","Aberdeenshire","56.843958","-2.472086","NO 7130 7260","NO77","AB30 1EL","IO86SU"
"B/GM-0191","ROC PostAuchenblae","ROC Bunker","Aberdeenshire","56.89786","-2.447649","NO 7283 7859","NO77","AB30 1XQ","IO86SV"
"B/GM-0192","ROC Post St. Cyrus","ROC Bunker","Aberdeenshire","56.772676","-2.407707","NO 7518 6464","NO76","DD10 0BL","IO86TS"
"B/GM-0193","ROC Post Inverbervie","ROC Bunker","Aberdeenshire","56.845412","-2.290139","NO 8240 7270","NO87","DD10 0PQ","IO86UU"
"B/GM-0194","ROC Post Stonehaven Master Post","ROC Bunker","Aberdeenshire","56.936922","-2.217393","NO 8687 8287","NO88","AB39 2TT","IO86VW"
"B/GM-0195","ROC Post Portlethen","ROC Bunker","Aberdeenshire","57.056344","-2.126759","NO 9241 9615","NO99","AB12 4UQ","IO87WB"
"B/GM-0196","ROC Post Milnathort","ROC Bunker","Perth and Kinross","56.218436","-3.457853","NO 0969 0383","NO00","KY13 0RF","IO86GF"
"B/GM-0197","ROC Post Creetown","ROC Bunker","Dumfries and Galloway","54.882366","-4.368901","NX 4813 5675","NX45","DG8 7DL","IO74TV"
"B/GM-0198","ROC Post Carsphairn Master Post","ROC Bunker","Dumfries and Galloway","55.213357","-4.263398","NX 5609 9335","NX59","DG7 3TQ","IO75UF"
"B/GM-0199","ROC Post Gatehouse of Fleet","ROC Bunker","Dumfries and Galloway","54.882377","-4.17121","NX 6081 5634","NX65","DG7 2DB","IO74VV"
"B/GM-0200","ROC Post St. John's Town of Dalry","ROC Bunker","Dumfries and Galloway","55.108086","-4.145183","NX 6325 8140","NX68","DG7 3TU","IO75WC"
"B/GM-0201","ROC Post Parton","ROC Bunker","Dumfries and Galloway","55.01046","-4.052227","NX 6886 7036","NX67","DG7 3NE","IO75XA"
"B/GM-0202","ROC Post Kirkcudbright Master Post","ROC Bunker","Dumfries and Galloway","54.843285","-4.019745","NX 7040 5170","NX75","DG6 4XU","IO74XU"
"B/GM-0203","ROC Post Castle Douglas","ROC Bunker","Dumfries and Galloway","54.941001","-3.924722","NX 7680 6240","NX76","DG7 1HL","IO84AW"
"B/GM-0204","ROC Post Rockcliffe","ROC Bunker","Dumfries and Galloway","54.866797","-3.780934","NX 8580 5390","NX85","DG5 4QE","IO84CU"
"B/GM-0205","ROC Post Kirkgunzeon","ROC Bunker","Dumfries and Galloway","54.98561","-3.769","NX 8690 6710","NX86","DG2 8LA","IO84CX"
"B/GM-0206","ROC Post Kirkbean","ROC Bunker","Dumfries and Galloway","54.923686","-3.600401","NX 9753 5995","NX95","DG2 8DN","IO84EW"
"B/GM-0207","ROC Post Glasgow","ROC Bunker","Glasgow City","55.859268","-4.347488","NS 5317 6539","NS56","G51 4HE","IO75TU"
"B/GM-0208","ROC Post Gilbertfield","ROC Bunker","South Lanarkshire","55.79702","-4.148936","NS 6538 5806","NS65","G72 8YH","IO75WT"
"B/GM-0209","ROC Post Stepps","ROC Bunker","North Lanarkshire","55.89988","-4.146303","NS 6590 6950","NS66","G33 6BZ","IO75WV"
"B/GM-0210","ROC Post Strathaven Master Post","ROC Bunker","South Lanarkshire","55.674048","-4.055988","NS 7080 4420","NS74","ML10 6QU","IO75XQ"
"B/GM-0211","ROC Post Airdrie","ROC Bunker","North Lanarkshire","55.87978","-3.95574","NS 7775 6691","NS76","ML6 7SE","IO85AV"
"B/GM-0212","ROC Post Lesmahagow","ROC Bunker","South Lanarkshire","55.623844","-3.909299","NS 7987 3835","NS73","ML11 0HJ","IO85BO"
"B/GM-0213","ROC Post Douglas","ROC Bunker","South Lanarkshire","55.562442","-3.834166","NS 8442 3139","NS83","ML11 0RH","IO85BN"
"B/GM-0214","ROC Post Carluke","ROC Bunker","South Lanarkshire","55.718775","-3.806462","NS 8662 4874","NS84","ML8 4SF","IO85CR"
"B/GM-0215","ROC Post Shotts","ROC Bunker","North Lanarkshire","55.83111","-3.78165","NS 8850 6120","NS86","ML7 5BJ","IO85CT"
"B/GM-0216","ROC Post Abington","ROC Bunker","South Lanarkshire","55.507726","-3.708895","NS 9217 2510","NS92","ML12 6RG","IO85DM"
"B/GM-0217","ROC Post Forth Master Post","ROC Bunker","South Lanarkshire","55.779397","-3.702113","NS 9334 5532","NS95","ML11 8EW","IO85DS"
"B/GM-0218","ROC Post Thankerton","ROC Bunker","South Lanarkshire","55.621794","-3.63445","NS 9717 3768","NS93","ML12 6PA","IO85EO"
"B/GM-0219","ROC Post Dunsyre","ROC Bunker","South Lanarkshire","55.693425","-3.53641","NT 0352 4551","NT04","ML11 8NE","IO85FQ"
"B/GM-0220","ROC Post North Berwick","ROC Bunker","East Lothian","56.049719","-2.706361","NT 5610 8432","NT58","EH39 5NP","IO86PB"
"B/GM-0221","ROC Post Penicuik","ROC Bunker","Midlothian","55.805849","-3.223646","NT 2340 5763","NT25","EH26 8PN","IO85JT"
"B/GM-0222","ROC Post Balerno","ROC Bunker","City of Edinburgh","55.872961","-3.336995","NT 1644 6523","NT16","EH14 7JX","IO85HU"
"B/GM-0223","ROC Post Turnhouse","ROC Bunker","City of Edinburgh","55.947559","-3.318747","NT 1774 7351","NT17","EH12 8NN","IO85IW"
"B/GM-0224","ROC Post Portobello","ROC Bunker","City of Edinburgh","55.922537","-3.113702","NT 3050 7050","NT37","EH16 4XD","IO85KW"
"B/GM-0225","ROC Post Dalkeith","ROC Bunker","Midlothian","55.888268","-3.024624","NT 3601 6660","NT36","EH22 2FZ","IO85LV"
"B/GM-0226","ROC Post Gorebridge","ROC Bunker","Midlothian","55.813926","-2.995701","NT 3770 5830","NT35","EH23 4RJ","IO85MT"
"B/GM-0227","ROC Post Stow of Wedale","ROC Bunker","Scottish Borders","55.696787","-2.847781","NT 4681 4514","NT44","TD1 2QL","IO85NQ"
"B/GM-0228","ROC Post Findhorn","ROC Bunker","Moray","57.662962","-3.613242","NJ 0385 6482","NJ06","IV36 3YQ","IO87EP"
"B/GM-0229","ROC Post Grantown-on-Spey","ROC Bunker","Highland","57.334252","-3.597971","NJ 0390 2821","NJ02","PH26 3HU","IO87EI"
"B/GM-0230","ROC Post Dallas","ROC Bunker","Moray","57.559057","-3.462555","NJ 1259 5305","NJ15","IV36 2SB","IO87GN"
"B/GM-0231","ROC Post Elgin","ROC Bunker","Moray","57.629302","-3.35016","NJ 1947 6073","NJ16","IV30 8TF","IO87HP"
"B/GM-0232","ROC Post Carron","ROC Bunker","Moray","57.480872","-3.274628","NJ 2367 4412","NJ24","AB38 7RB","IO87IL"
"B/GM-0233","ROC Post Cawdor","ROC Bunker","Highland","57.535055","-3.895909","NH 8659 5102","NH85","IV12 5SD","IO87BM"
"B/GM-0234","ROC Post Nairn","ROC Bunker","Highland","57.58774","-3.844949","NH 8980 5680","NH85","IV12 5LJ","IO87BO"
"B/GM-0235","ROC Post Glenferness","ROC Bunker","Highland","57.480387","-3.730112","NH 9636 4467","NH94","IV12 5JG","IO87DL"
"B/GM-0236","ROC PostStromness","ROC Bunker","Orkney Islands","58.970146","-3.338748","HY 2312 0999","HY20","KW16 3JP","IO88HX"
"B/GM-0237","ROC Post Kirkwall","ROC Bunker","Orkney Islands","58.987364","-3.027076","HY 4107 1159","HY41","KW15 1TR","IO88LX"
"B/GM-0238","ROC Post Deerness","ROC Bunker","Orkney Islands","58.951901","-2.75069","HY 5691 0743","HY50","KW17 2QL","IO88OW"
"B/GM-0239","ROC Post Tweedsmuir","ROC Bunker","Scottish Borders","55.503575","-3.437492","NT 0930 2425","NT02","ML12 6QP","IO85GM"
"B/GM-0240","ROC Post West Linton","ROC Bunker","Scottish Borders","55.758419","-3.375143","NT 1380 5253","NT15","EH46 7PH","IO85HS"
"B/GM-0241","ROC Post Peebles","ROC Bunker","Scottish Borders","55.656819","-3.200872","NT 2454 4102","NT24","EH45 8HN","IO85JP"
"B/GM-0242","ROC Post Traquair","ROC Bunker","Scottish Borders","55.598189","-3.069579","NT 3270 3436","NT33","EH44 6PT","IO85LO"
"B/GM-0243","ROC Post Crianlarich","ROC Bunker","Stirling","56.386551","-4.621242","NN 3827 2467","NN32","FK20 8RJ","IO76QJ"
"B/GM-0244","ROC PostAberfoyle","ROC Bunker","Stirling","56.182621","-4.385892","NN 5201 0145","NN50","FK8 3SX","IO76TE"
"B/GM-0245","ROC Post Strathyre","ROC Bunker","Stirling","56.351097","-4.326323","NN 5634 2007","NN52","FK19 8NZ","IO76UI"
"B/GM-0246","ROC Post Killin","ROC Bunker","Stirling","56.468269","-4.312868","NN 5761 3308","NN53","FK21 8TE","IO76UL"
"B/GM-0247","ROC Post Callander","ROC Bunker","Stirling","56.250452","-4.198011","NN 6391 0861","NN60","FK17 8EQ","IO76VG"
"B/GM-0248","ROC Post Kinlochewe","ROC Bunker","Perth and Kinross","56.693909","-4.189503","NN 6601 5794","NN65","PH16 5QB","IO76VQ"
"B/GM-0249","ROC Post Doune","ROC Bunker","Stirling","56.197052","-4.058098","NN 7240 0240","NN70","FK16 6EF","IO76XE"
"B/GM-0250","ROC Post Comrie","ROC Bunker","Perth and Kinross","56.358066","-3.993602","NN 7692 2020","NN72","PH6 2AB","IO86AI"
"B/GM-0251","ROC Post Braco","ROC Bunker","Perth and Kinross","56.258081","-3.894275","NN 8275 0890","NN80","FK15 9QZ","IO86BG"
"B/GM-0252","ROC Post Aberfeldy","ROC Bunker","Perth and Kinross","56.618335","-3.864043","NN 8571 4894","NN84","PH15 2DW","IO86BO"
"B/GM-0253","ROC Post Blair Atholl","ROC Bunker","Perth and Kinross","56.776479","-3.852076","NN 8692 6652","NN86","PH18 5TX","IO86BS"
"B/GM-0254","ROC Post Blackford","ROC Bunker","Perth and Kinross","56.265943","-3.782437","NN 8970 0959","NN80","PH4 1PX","IO86CG"
"B/GM-0255","ROC Post Muckhart","ROC Bunker","Clackmannanshire","56.196445","-3.60127","NO 0074 0158","NO00","FK14 7JT","IO86EE"
"B/GM-0256","ROC Post Methven","ROC Bunker","Perth and Kinross","56.420601","-3.596898","NO 0159 2652","NO02","PH1 3RS","IO86EK"
"B/GM-0257","ROC Post Dunning","ROC Bunker","Perth and Kinross","56.308491","-3.58769","NO 0187 1403","NO01","PH2 0QZ","IO86EH"
"B/GM-0258","ROC Post Dunkeld","ROC Bunker","Perth and Kinross","56.571408","-3.573137","NO 0344 4327","NO04","PH8 0ES","IO86FN"
"B/GM-0259","ROC Post Bankfoot","ROC Bunker","Perth and Kinross","56.496257","-3.495949","NO 0800 3480","NO03","PH1 4DY","IO86GL"
"B/GM-0260","ROC Post Kirkmichael","ROC Bunker","Perth and Kinross","56.719359","-3.48813","NO 0902 5962","NO05","PH10 7LU","IO86GR"
"B/GM-0261","ROC Post Scone","ROC Bunker","Perth and Kinross","56.427903","-3.393703","NO 1414 2706","NO12","PH2 6RE","IO86HK"
"B/GM-0262","ROC Post Bridge of Earn","ROC Bunker","Perth and Kinross","56.3448","-3.384846","NO 1450 1780","NO11","PH2 9FR","IO86HI"
"B/GM-0263","ROC Post Meikleour","ROC Bunker","Perth and Kinross","56.536736","-3.358998","NO 1652 3913","NO13","PH2 6DY","IO86HM"
"B/GM-0264","ROC Post Alyth","ROC Bunker","Perth and Kinross","56.613086","-3.249637","NO 2340 4750","NO24","PH11 8JF","IO86JO"
"B/GM-0265","ROC Post Abernyte","ROC Bunker","Perth and Kinross","56.475671","-3.208102","NO 2568 3216","NO23","PH14 9SU","IO86JL"
"B/GM-0267","ROC Post Strathdon","ROC Bunker","Aberdeenshire","57.204957","-3.076061","NJ 3509 1320","NJ31","AB36 8UQ","IO87LE"
"B/GM-0268","ROC Post Gourock","ROC Bunker","Inverclyde","55.95479","-4.823481","NS 2382 7713","NS27","PA19 1LJ","IO75OW"
"B/GM-0269","ROC Post Bridge of Weir","ROC Bunker","Renfrewshire","55.854325","-4.593584","NS 3775 6539","NS36","PA11 3HP","IO75QU"
"B/GM-0270","ROC Post Barrhead","ROC Bunker","East Renfrewshire","55.803583","-4.40589","NS 4930 5932","NS45","G78 1HA","IO75TT"
"B/GM-0271","ROC Post Eaglesham","ROC Bunker","East Renfrewshire","55.738698","-4.297546","NS 5585 5187","NS55","G76 0QB","IO75UR"
"B/GM-0272","ROC Post Harris","ROC Bunker","Na h-Eileanan Siar","57.899857","-6.804731","NB 1544 0017","NB10","HS3 3DL","IO67OV"
"B/GM-0273","ROC Post Stornoway - Isle of Lewis","ROC Bunker","Na h-Eileanan Siar","58.206818","-6.34285","NB 4498 3245","NB43","HS2 0BL","IO68TE"
"B/GM-0274","ROC Post Kyle of Lochalsh-2","ROC Bunker","Highland","57.314449","-5.689349","NG 7793 3090","NG73","IV40 8BD","IO77DH"
"B/GM-0275","ROC Post Kyle of Lochalsh-1","ROC Bunker","Highland","57.319014","-5.686982","NG 7810 3140","NG73","IV40 8BE","IO77DH"
"B/GM-0276","ROC Post Gairloch","ROC Bunker","Highland","57.737079","-5.701912","NG 7974 7795","NG77","IV21 2BX","IO77DR"
"B/GM-0277","ROC Post Aultbea","ROC Bunker","Highland","57.841193","-5.598642","NG 8650 8920","NG88","IV22 2JR","IO77EU"
"B/GM-0278","ROC Post Lochcarron","ROC Bunker","Highland","57.444258","-5.422476","NG 9472 4450","NG94","IV54 8YN","IO77GK"
"B/GM-0279","ROC Post Kinloch Rannoch","ROC Bunker","Highland","57.601272","-5.298591","NH 0300 6160","NH06","IV22 2PE","IO77IO"
"B/GM-0280","ROC Post Ullapool","ROC Bunker","Highland","57.89496","-5.166807","NH 1240 9390","NH19","IV26 2UR","IO77JV"
"B/GM-0281","ROC Post Achnasheen","ROC Bunker","Highland","57.583199","-5.052297","NH 1762 5890","NH15","IV22 2EG","IO77LN"
"B/GM-0282","ROC Post Garve","ROC Bunker","Highland","57.62604","-4.694046","NH 3922 6276","NH36","IV23 2PX","IO77PP"
"B/GM-0283","ROC Post Dingwall","ROC Bunker","Highland","57.609475","-4.42025","NH 5550 6030","NH56","IV15 9UR","IO77SO"
"B/GM-0284","ROC Post Ardgay","ROC Bunker","Highland","57.883591","-4.374544","NH 5930 9071","NH59","IV24 3BG","IO77TV"
"B/GM-0285","ROC Post Invergordon","ROC Bunker","Highland","57.69291","-4.211535","NH 6827 6916","NH66","IV18 0PL","IO77VQ"
"B/GM-0286","ROC Post Fortrose","ROC Bunker","Highland","57.574544","-4.097478","NH 7466 5577","NH75","IV10 8SD","IO77WN"
"B/GM-0287","ROC Post Tain","ROC Bunker","Highland","57.808846","-4.032628","NH 7932 8173","NH78","IV19 1PD","IO77XT"
"B/GM-0288","ROC Post Cromarty","ROC Bunker","Highland","57.676341","-4.003401","NH 8062 6693","NH86","IV11 8XH","IO77XQ"
"B/GM-0289","ROC Post Fearn","ROC Bunker","Highland","57.759445","-3.910508","NH 8642 7602","NH87","IV20 1SP","IO87BS"
"B/GM-0290","ROC Post Teviotdale","ROC Bunker","Scottish Borders","55.328654","-2.955596","NT 3947 0426","NT30","TD9 0LH","IO85MH"
"B/GM-0291","ROC Post Ashkirk","ROC Bunker","Scottish Borders","55.470844","-2.787085","NT 5034 1995","NT51","TD9 8QA","IO85OL"
"B/GM-0292","ROC Post Lilliesleaf","ROC Bunker","Scottish Borders","55.53942","-2.756287","NT 5237 2756","NT52","TD7 4QD","IO85OM"
"B/GM-0293","B/GM-0216","ROC Bunker","Scottish Borders","55.468503","-2.578564","NT 6352 1956","NT61","TD8 6TA","IO85RL"
"B/GM-0294","ROC Post Smailholme","ROC Bunker","Scottish Borders","55.615559","-2.527066","NT 6690 3590","NT63","TD5 7RT","IO85RO"
"B/GM-0295","ROC Post Kelso","ROC Bunker","Scottish Borders","55.62931","-2.408295","NT 7439 3738","NT73","TD5 7QE","IO85TP"
"B/GM-0296","ROC Post Morebattle","ROC Bunker","Scottish Borders","55.516443","-2.353914","NT 7775 2480","NT72","TD5 8QQ","IO85TM"
"B/GM-0297","ROC Post Liddesdale","ROC Bunker","Scottish Borders","55.183253","-2.820508","NY 4785 8797","NY48","TD9 0RT","IO85OE"
"B/GM-0298","ROC Post Steele Road","ROC Bunker","Scottish Borders","55.232984","-2.759108","NY 5182 9346","NY59","TD9 0SQ","IO85OF"
"B/GM-0299","ROC Post Yarrow","ROC Bunker","Scottish Borders","55.511599","-3.106184","NT 3024 2476","NT32","TD7 5LE","IO85KM"
"B/GM-0300","ROC Post Galashiels","ROC Bunker","Scottish Borders","55.620965","-2.791679","NT 5024 3666","NT53","TD1 2NZ","IO85OO"
"B/GM-0301","ROC Post Walls","ROC Bunker","Shetland Islands","60.226607","-1.573449","HU 2373 4922","HU24","ZE2 9PB","IP90FF"
"B/GM-0302","ROC Post Sumburgh Head","ROC Bunker","Shetland Islands","59.897363","-1.303326","HU 3908 1268","HU31","ZE3 9JZ","IO99IV"
"B/GM-0303","ROC Post Voe","ROC Bunker","Shetland Islands","60.435544","-1.202457","HU 4400 7268","HU47","ZE2 9TE","IP90JK"
"B/GM-0304","ROC Post Lerwick","ROC Bunker","Shetland Islands","60.163352","-1.196267","HU 4471 4237","HU44","ZE1 0NA","IP90JD"
"B/GM-0305","ROC Post Killearn","ROC Bunker","Stirling","56.049337","-4.362558","NS 5295 8657","NS58","G63 9PZ","IO76TB"
"B/GM-0306","ROC Post Kippen","ROC Bunker","Stirling","56.121236","-4.197069","NS 6351 9423","NS69","FK8 3HN","IO76VC"
"B/GM-0307","ROC Post Kirkintilloch","ROC Bunker","East Dunbartonshire","55.956147","-4.130354","NS 6709 7573","NS67","G66 8AG","IO75WW"
"B/GM-0308","ROC Post Bonnybridge","ROC Bunker","Falkirk","56.005125","-3.899518","NS 8165 8076","NS88","FK4 1ET","IO86BA"
"B/GM-0309","ROC Post Bannockburn","ROC Bunker","Stirling","56.087725","-3.8986","NS 8196 8995","NS88","FK7 8AD","IO86BC"
"B/GM-0310","ROC Post Slamannan","ROC Bunker","Falkirk","55.93776","-3.825931","NS 8604 7314","NS87","FK1 3ES","IO85CW"
"B/GM-0311","ROC Post Stoer","ROC Bunker","Highland","58.192888","-5.333209","NC 0418 2752","NC02","IV27 4JD","IO78IE"
"B/GM-0312","ROC Post Scourie","ROC Bunker","Highland","58.352479","-5.164959","NC 1490 4480","NC14","IV27 4TG","IO78KI"
"B/GM-0313","ROC Post Elphin","ROC Bunker","Highland","58.060046","-5.023552","NC 2171 1188","NC21","IV27 4HH","IO78LB"
"B/GM-0314","ROC Post Durness","ROC Bunker","Highland","58.568026","-4.762636","NC 3942 6775","NC36","IV27 4PU","IO78ON"
"B/GM-0315","ROC Post Altnaharra","ROC Bunker","Highland","58.287476","-4.440952","NC 5699 3580","NC53","IV27 4UG","IO78SG"
"B/GM-0316","ROC Post Lairg","ROC Bunker","Highland","58.020487","-4.400546","NC 5830 0600","NC50","IV27 4AX","IO78TA"
"B/GM-0317","ROC Post Tongue","ROC Bunker","Highland","58.472336","-4.405569","NC 5980 5630","NC55","IV27 4XQ","IO78TL"
"B/GM-0318","ROC Post Bettyhill","ROC Bunker","Highland","58.53293","-4.234487","NC 7000 6270","NC76","KW14 7SY","IO78VM"
"B/GM-0319","ROC Post Kinbrace","ROC Bunker","Highland","58.254296","-3.951214","NC 8559 3117","NC83","KW11 6UB","IO88AG"
"B/GM-0320","ROC Post Melvich","ROC Bunker","Highland","58.562939","-3.93552","NC 8750 6550","NC86","KW14 7YR","IO88AN"
"B/GM-0321","ROC Post Brora","ROC Bunker","Highland","57.995013","-3.886159","NC 8860 0220","NC80","KW9 6NL","IO87BX"
"B/GM-0322","ROC Post Dornoch","ROC Bunker","Highland","57.902542","-3.99944","NH 8160 9210","NH89","IV25 3QD","IO87AV"
"B/GM-0323","ROC Post Bathgate","ROC Bunker","West Lothian","55.901639","-3.62013","NS 9880 6880","NS96","EH48 1QY","IO85EV"
"B/GM-0324","ROC Post Bo'ness","ROC Bunker","West Lothian","55.997175","-3.59847","NT 0040 7940","NT07","EH49 7RH","IO85EX"
"B/GM-0325","ROC Post West Calder","ROC Bunker","West Lothian","55.844923","-3.551486","NT 0295 6239","NT06","EH55 8QY","IO85FU"
"B/GM-0326","ROC Post Kirkliston","ROC Bunker","City of Edinburgh","55.953471","-3.425294","NT 1110 7430","NT17","EH29 9GS","IO85GW"
"B/GM-0327","ROC Post Portpatrick","ROC Bunker","Dumfries and Galloway","54.838966","-5.108862","NX 0046 5378","NX05","DG9 9AA","IO74KU"
"B/GM-0328","ROC Post Ervie","ROC Bunker","Dumfries and Galloway","54.995465","-5.117052","NX 0071 7121","NX07","DG9 0QQ","IO74KX"
"B/GM-0329","ROC Post Sandhead","ROC Bunker","Dumfries and Galloway","54.833279","-4.991767","NX 0795 5282","NX05","DG9 9BU","IO74MT"
"B/GM-0330","ROC Post New Luce","ROC Bunker","Dumfries and Galloway","54.955949","-4.847942","NX 1774 6608","NX16","DG8 0LT","IO74NW"
"B/GM-0331","ROC Post Auchenmalg","ROC Bunker","Dumfries and Galloway","54.829484","-4.761319","NX 2273 5179","NX25","DG8 0JX","IO74OT"
"B/GM-0332","ROC Post Kirkcowan","ROC Bunker","Dumfries and Galloway","54.917665","-4.619724","NX 3219 6125","NX36","DG8 0HR","IO74QW"
"B/GM-0333","ROC Post Port William","ROC Bunker","Dumfries and Galloway","54.754615","-4.576849","NX 3427 4301","NX34","DG8 9SP","IO74RS"
"B/GM-0334","ROC Post Bargrennan","ROC Bunker","Dumfries and Galloway","55.062255","-4.588444","NX 3479 7726","NX37","DG8 6RN","IO75QB"
"B/GM-0335","ROC Post Newton Stewart","ROC Bunker","Dumfries and Galloway","54.957346","-4.494059","NX 4040 6537","NX46","DG8 6JT","IO74SW"
"B/GM-0336","ROC Post Garlieston","ROC Bunker","Dumfries and Galloway","54.791197","-4.388299","NX 4654 4665","NX44","DG8 8AF","IO74TS"
"B/GM-0337","ROC Group No 24 - Edinburgh (Turnhouse)","ROC Bunker","City of Edinburgh","55.95075","-3.34826","NT 1590 7390","NT17","EH12 0AZ","IO85HW"
"B/GM-0338","ROC Group No 25 - Ayr","ROC Bunker","South Ayrshire","55.48542","-4.61752","NS 3470 2440","NS32","KA9 1TS","IO75QL"
"B/GM-0339","ROC Group No 27 - Oban","ROC Bunker","Argyll and Bute","56.46418","-5.39731","NM 9080 3540","NM93","PA37 1SW","IO76HL"
"B/GM-0340","ROC Group No 28 - Dundee","ROC Bunker","Dundee City","56.47147","-2.9135","NO 4382 3141","NO43","DD4 7GB","IO86NL"
"B/GM-0341","ROC Group No 29 - Aberdeen (Northfield)","ROC Bunker","Aberdeen City","57.16636","-2.15873","NJ 9049 0840","NJ90","AB16 5UU","IO87WD"
"B/GM-0342","ROC Group No 30 - Inverness","ROC Bunker","Highland","57.48059","-4.1982","NH 6829 4550","NH64","IV2 3TX","IO77VL"
"B/GM-0343","AAOR Craigiehall","AAOR","City of Edinburgh","55.967966","-3.334502","NT 1680 7580","NT17","EH30 9TN","IO85HX"
"B/GM-0344","AAOR East Kilbride","AAOR","South Lanarkshire","55.747974","-4.147512","NS 6530 5260","NS65","G75 0QZ","IO75WR"
"B/GM-0345","AAOR Gairloch","AAOR","Highland","57.721863","-5.684226","NG 8070 7620","NG87","IV21 2BL","IO77DR"
"B/GM-0346","AAOR Inverkip","AAOR","Inverclyde","55.907937","-4.855599","NS 2160 7200","NS27","PA16 0DS","IO75NV"
"B/GM-0347","Chain Home - Brenish","Chain Home site","Na h-Eileanan Siar","58.104574","-7.110001","NA 9910 2425","NA92","HS2 9HB","IO68KC"
"B/GM-0348","Chain Home - Broadbay","Chain Home site","Na h-Eileanan Siar","58.229554","-6.206524","NB 5314 3447","NB53","HS2 0PZ","IO68VF"
"B/GM-0349","Chain Home - Douglas Wood","Chain Home site","Angus","56.562727","-2.837603","NO 4862 4151","NO44","DD5 3QH","IO86NN"
"B/GM-0350","Chain Home - Drone Hill","Chain Home site","Scottish Borders","55.89165","-2.249879","NT 8447 6653","NT86","TD14 5TX","IO85VV"
"B/GM-0351","Chain Home - Hill Head","Chain Home site","Aberdeenshire","57.644294","-2.090445","NJ 9470 6106","NJ96","AB43 7BT","IO87WP"
"B/GM-0352","Chain Home - Kilkenneth","Chain Home site","Argyll and Bute","56.502407","-6.973658","NL 9408 4557","NL94","PA77 6XE","IO66MM"
"B/GM-0353","Chain Home - Loth","Chain Home site","Highland","58.063217","-3.766012","NC 9590 0960","NC90","KW8 6HP","IO88CB"
"B/GM-0354","Chain Home - Netherbutton","Chain Home site","Orkney Islands","58.923446","-2.935888","HY 4621 0439","HY40","KW17 2RZ","IO88MW"
"B/GM-0355","Chain Home - North Cairn","Chain Home site","Dumfries and Galloway","54.98979","-5.173059","NW 9710 7074","NW97","DG9 0QE","IO74JX"
"B/GM-0356","Chain Home - Noss Hill","Chain Home site","Shetland Islands","59.923624","-1.355543","HU 3613 1557","HU31","ZE2 9JD","IO99HW"
"B/GM-0357","Chain Home - Saligo Bay","Chain Home site","Argyll and Bute","55.81316","-6.452544","NR 2116 6674","NR26","PA44 7PU","IO65ST"
"B/GM-0358","Chain Home - Sango","Chain Home site","Highland","58.56662","-4.723312","NC 4170 6750","NC46","IV27 4QA","IO78PN"
"B/GM-0359","Chain Home - Schoolhill","Chain Home site","Aberdeenshire","57.074551","-2.152387","NO 9086 9818","NO98","AB12 4ZD","IO87WB"
"B/GM-0360","Chain Home - Skaw","Chain Home site","Shetland Islands","60.82857","-0.781837","HP 6634 1680","HP61","ZE2 9EF","IP90OT"
