"UKBOTA Reference","Bunker Name","Type","Area","Latitude","Longitude","OSGR","WAB","Nearest Postcode","Maidenhead"
"B/G-1334","Airbattle HQ - Ternhill","WW2 Airbattle HQ","Shropshire","52.939029","-2.65436","SJ 5612 3816","SJ53","SY13 4BT","IO82QW"
"B/G-1335","Airbattle HQ - Thorpe Abbots","WW2 Airbattle HQ","Norfolk","52.386345","1.217195","TM 1903 8135","TM18","IP21 4HY","JO02OJ"
"B/G-1336","Airbattle HQ - Tibenham","WW2 Airbattle HQ","Norfolk","52.452147","1.155014","TM 1448 8848","TM18","NR15 2EN","JO02NK"
"B/G-1337","Airbattle HQ - Twinwood farm","WW2 Airbattle HQ","Bedfordshire","52.183305","-0.496661","TL 0288 5496","TL05","MK41 6BL","IO92SE"
"B/G-1338","Airbattle HQ - Warboys","WW2 Airbattle HQ","Cambridgeshire","52.400003","-0.098163","TL 2949 7970","TL27","PE28 2RU","IO92WJ"
"B/G-1339","Airbattle HQ - Warton","WW2 Airbattle HQ","Lancashire","53.74626","-2.886561","SD 4163 2813","SD42","PR4 1AX","IO83NR"
"B/G-1340","Airbattle HQ - Waterbeach","WW2 Airbattle HQ","Cambridgeshire","52.27823","0.184091","TL 4910 6670","TL46","CB25 9GU","JO02CG"
"B/G-1341","Airbattle HQ - Wellesbourne Mountford","WW2 Airbattle HQ","Warwickshire","52.190466","-1.618742","SP 2616 5476","SP25","CV35 9EU","IO92EE"
"B/G-1342","Airbattle HQ - Wellingore","WW2 Airbattle HQ","Lincolnshire","53.079124","-0.51834","SK 9935 5457","SK95","LN5 0DF","IO93RB"
"B/G-1343","Airbattle HQ - Wendling","WW2 Airbattle HQ","Norfolk","52.704302","0.846884","TF 9244 1565","TF91","PE32 2NH","JO02KQ"
"B/G-1344","Airbattle HQ - West Malling","WW2 Airbattle HQ","Kent","51.265075","0.402487","TQ 6771 5451","TQ65","ME19 4GF","JO01EG"
"B/G-1345","Airbattle HQ - West Raynham","WW2 Airbattle HQ","Norfolk","52.787415","0.750708","TF 8559 2464","TF82","NR21 7JT","JO02JS"
"B/G-1346","Airbattle HQ - Wickenby","WW2 Airbattle HQ","Lincolnshire","53.308623","-0.346656","TF 1026 8035","TF18","LN3 5AX","IO93TH"
"B/G-1347","Airbattle HQ - Windrush","WW2 Airbattle HQ","Gloucestershire","51.806686","-1.736826","SP 1824 1203","SP11","OX18 4TP","IO91DT"
"B/G-1348","Airbattle HQ - Woodford(1)","WW2 Airbattle HQ","Greater Manchester","53.339296","-2.159156","SJ 8950 8250","SJ88","SK7 1SR","IO83WI"
"B/G-1349","Airbattle HQ - Woodford(2)","WW2 Airbattle HQ","Greater Manchester","53.333176","-2.164689","SJ 8913 8182","SJ88","SK7 1RN","IO83WH"
"B/G-1350","Airbattle HQ - Woodley","WW2 Airbattle HQ","Berkshire","51.456147","-0.883089","SU 7770 7361","SU77","RG5 4SR","IO91NK"
"B/G-1351","Airbattle HQ - Worthy Down","WW2 Airbattle HQ","Hampshire","51.107243","-1.329183","SU 4706 3443","SU43","SO21 2QW","IO91IC"
"B/G-1352","Airbattle HQ - Wymeswold","WW2 Airbattle HQ","Leicestershire","52.800155","-1.12412","SK 5915 2287","SK52","LE12 5HH","IO92KT"
"B/G-1353","Airbattle HQ - Hawarden","WW2 Airbattle HQ","Warwickshire","52.276169","-1.504272","SP 3392 6434","SP36","CV31 1TL","IO92FG"
"B/G-1354","Fort Widley Civil Defence Bunker","Civil Defence","Hampshire","50.854395","-1.0683243","SU 6568 0651","SU60","PO6 3LS","IO90LU"
"B/G-1355","BBC Bunker - Droitwich","Utility Bunker","Worcestershire","52.29754","-2.105772","SO 9288 6661","SO96","WR9 0DG","IO82WH"
"B/G-1356","BBC Bunker - Wooferton","Utility Bunker","Herefordshire","52.309715","-2.720527","SO 5097 6820","SO56","SY8 4HE","IO82PH"
"B/G-1357","Brede Southern Water Bunker","Utility Bunker","East Sussex","50.931605","0.58086857","TQ 8145 1786","TQ81","TN35 4RS","JO00GW"
"B/G-1358","Paddock Standby Cabinet War Room","WW2","Greater London","51.562147","-0.23763531","TQ 2226 8628","TQ28","NW2 7DP","IO91VN"
"B/GD-0001","ROC Post Peel","ROC Bunker","Isle of Man","54.228245","-4.676353","SC 2564 8470","SC28","IM","IO74PF"
"B/GD-0002","ROC Post Castletown","ROC Bunker","Isle of Man","54.09","-4.613761","SC 2915 6917","SC26","IM","IO74QC"
"B/GD-0003","ROC Post Douglas","ROC Bunker","Isle of Man","54.173828","-4.445123","SC 4050 7810","SC47","IM","IO74SE"
"B/GD-0004","ROC Post Ramsey","ROC Bunker","Isle of Man","54.344223","-4.384915","SC 4507 9692","SC49","IM","IO74TI"
"B/GD-0005","Chain Home - Bride","Chain Home site","Isle of Man","54.405566","-4.364898","NX 4660 0370","NX40","IM","IO74TJ"
"B/GD-0006","Chain Home - Dalby","Chain Home site","Isle of Man","54.171399","-4.737498","SC 2141 7853","SC27","IM","IO74PE"
"B/GD-0007","Chain Home - Scarlett","Chain Home site","Isle of Man","54.070158","-4.669836","SC 2540 6710","SC26","IM","IO74PB"
"B/GD-0008","ROTOR Radar - Snaefell (MOI)","ROTOR Radar site","Isle of Man","54.252595","-4.462065","SC 3970 8690","SC38","IM","IO74SG"
"B/GD-0009","Airbattle HQ - Andreas","WW2 Airbattle HQ","Isle of Man","54.374438","-4.425008","NX 4258 0037","NX40","IM","IO74SI"
"B/GD-0010","Chain Home - Cregneash","Chain Home site","Isle of Man","54.066734","-4.764686","SC 1918 6696","SC16","IM","IO74OB"
"B/GI-0001","ROC Post Bushmills","ROC Bunker","Antrim","55.209209","-6.566846","C 9128 4117","C94","BT","IO65RF"
"B/GI-0002","ROC Post Ballymoney","ROC Bunker","Antrim","55.050231","-6.465806","C 9810 2361","C92","BT","IO65SB"
"B/GI-0003","ROC Post Cloughmills Master Post","ROC Bunker","Antrim","55.014235","-6.344599","D 0594 1978","D01","BT","IO65TA"
"B/GI-0004","ROC Post Ballycastle","ROC Bunker","Antrim","55.221192","-6.309927","D 0760 4287","D04","BT","IO65UF"
"B/GI-0005","ROC Post Ballymena Master Post","ROC Bunker","Antrim","54.887009","-6.291683","D 0967 0570","D00","BT","IO64UV"
"B/GI-0006","ROC PostCushendall","ROC Bunker","Antrim","55.106723","-6.050207","D 2448 3056","D23","BT","IO65XC"
"B/GI-0007","ROC Post Glenarm","ROC Bunker","Antrim","54.953733","-5.920841","D 3325 1377","D31","BT","IO74AW"
"B/GI-0008","ROC Post Larne","ROC Bunker","Antrim","54.864759","-5.826962","D 3955 0403","D30","BT","IO74CU"
"B/GI-0009","ROC Post Randalstown","ROC Bunker","Antrim","54.782362","-6.384867","J 0396 9391","J09","BT","IO64TS"
"B/GI-0010","ROC Post Templepatrick Master Post","ROC Bunker","Antrim","54.729783","-6.121455","J 2106 8848","J28","BT","IO64WR"
"B/GI-0011","ROC Post Dundrod","ROC Bunker","Antrim","54.59895","-6.074706","J 2447 7400","J27","BT","IO64XO"
"B/GI-0012","ROC Post Ballyclare","ROC Bunker","Antrim","54.761435","-5.999555","J 2881 9222","J29","BT","IO74AS"
"B/GI-0013","ROC Post Whitehead","ROC Bunker","Antrim","54.754353","-5.739638","J 4557 9194","J49","BT","IO74DS"
"B/GI-0014","ROC Post Armagh","ROC Bunker","Armagh","54.35443","-6.599998","H 9107 4598","H94","BT","IO64QI"
"B/GI-0015","ROC Post Portadown Master Post","ROC Bunker","Armagh","54.457951","-6.511644","H 9657 5762","H95","BT","IO64RK"
"B/GI-0016","ROC Post Lurgan","ROC Bunker","Armagh","54.474164","-6.309863","J 0960 5970","J05","BT","IO64UL"
"B/GI-0017","ROC Post Jerretts Pass","ROC Bunker","Down","54.227711","-6.355227","J 0730 3220","J03","BT","IO64TF"
"B/GI-0018","ROC Post Banbridge","ROC Bunker","Down","54.371677","-6.230349","J 1505 4844","J14","BT","IO64VI"
"B/GI-0019","ROC Post Rathfriland","ROC Bunker","Down","54.250506","-6.18444","J 1838 3503","J13","BT","IO64VG"
"B/GI-0020","ROC Post Hillsborough Master Post","ROC Bunker","Down","54.435028","-6.095045","J 2365 5572","J25","BT","IO64WK"
"B/GI-0021","ROC Post Drumbo","ROC Bunker","Down","54.505358","-5.988308","J 3035 6374","J36","BT","IO74AM"
"B/GI-0022","ROC Post Kilkeel","ROC Bunker","Down","54.065597","-5.976631","J 3252 1482","J31","BT","IO74AB"
"B/GI-0023","ROC Post Ballynahinch","ROC Bunker","Down","54.374616","-5.934671","J 3426 4929","J34","BT","IO74AI"
"B/GI-0024","ROC Post Carryduff","ROC Bunker","Down","54.493467","-5.865998","J 3830 6263","J36","BT","IO74BL"
"B/GI-0025","ROC Post Dundrum","ROC Bunker","Down","54.249859","-5.87553","J 3850 3550","J33","BT","IO74BF"
"B/GI-0026","ROC Post Holywood","ROC Bunker","Down","54.627331","-5.809735","J 4148 7764","J47","BT","IO74CP"
"B/GI-0027","ROC Post Newtownards","ROC Bunker","Down","54.601387","-5.742549","J 4591 7489","J47","BT","IO74DO"
"B/GI-0028","ROC Post Downpatrick","ROC Bunker","Down","54.3292501","-5.6955165","J 4995 4472","J44","BT","IO74DH"
"B/GI-0029","ROC Post Groomsport Master Post","ROC Bunker","Down","54.677893","-5.631749","J 5278 8364","J58","BT","IO74EQ"
"B/GI-0030","ROC Post Ardglass","ROC Bunker","Down","54.240797","-5.653486","J 5300 3495","J53","BT","IO74EF"
"B/GI-0031","ROC Post Portaferry","ROC Bunker","Down","54.366369","-5.538112","J 6003 4918","J64","BT","IO74FI"
"B/GI-0032","ROC Post Ballywalter","ROC Bunker","Down","54.515974","-5.476433","J 6344 6597","J66","BT","IO74GM"
"B/GI-0033","ROC Post Springfield","ROC Bunker","Fermanagh","54.403605","-7.74344","H 1670 5056","H15","BT","IO64DJ"
"B/GI-0034","ROC Post Kesh","ROC Bunker","Fermanagh","54.553754","-7.719777","H 1817 6728","H16","BT","IO64DN"
"B/GI-0035","ROC Post Irvinestown","ROC Bunker","Fermanagh","54.499319","-7.622296","H 2451 6125","H26","BT","IO64EL"
"B/GI-0036","ROC Post Enniskillen Master Post","ROC Bunker","Fermanagh","54.383971","-7.594576","H 2638 4842","H24","BT","IO64EJ"
"B/GI-0037","ROC Post Lisnaskea","ROC Bunker","Fermanagh","54.25579","-7.441326","H 3645 3422","H33","BT","IO64GG"
"B/GI-0038","ROC Post Derry","ROC Bunker","Londonderry","55.002877","-7.375814","C 3998 1742","C31","BT","IO65HA"
"B/GI-0039","ROC Post Claudy","ROC Bunker","Londonderry","54.931373","-7.127632","C 5596 0963","C50","BT","IO64KW"
"B/GI-0040","ROC Post Limavady","ROC Bunker","Londonderry","55.040295","-6.931134","C 6837 2193","C62","BT","IO65MA"
"B/GI-0041","ROC Post Dungiven","ROC Bunker","Londonderry","54.907449","-6.932787","C 6840 0714","C60","BT","IO64MV"
"B/GI-0042","ROC Post Coleraine","ROC Bunker","Londonderry","55.144386","-6.706573","C 8251 3376","C83","BT","IO65PD"
"B/GI-0043","ROC Post Kilrea","ROC Bunker","Londonderry","54.954733","-6.607454","C 8925 1277","C81","BT","IO64QW"
"B/GI-0044","ROC Post Draperstown","ROC Bunker","Londonderry","54.775475","-6.815666","H 7625 9257","H79","BT","IO64OS"
"B/GI-0045","ROC Post Castledawson","ROC Bunker","Londonderry","54.77737","-6.597391","H 9029 9304","H99","BT","IO64QS"
"B/GI-0046","ROC Post Castlederg","ROC Bunker","Tyrone","54.718389","-7.585499","H 2675 8565","H28","BT","IO64ER"
"B/GI-0047","ROC Post Kilskerry","ROC Bunker","Tyrone","54.446136","-7.544017","H 2962 5536","H25","BT","IO64FK"
"B/GI-0048","ROC Post Drumquin","ROC Bunker","Tyrone","54.614966","-7.485014","H 3331 7418","H37","BT","IO64GO"
"B/GI-0049","ROC Post Strabane","ROC Bunker","Tyrone","54.8219","-7.43633","H 3627 9724","H39","BT","IO64GT"
"B/GI-0050","ROC Post Newtownstewart","ROC Bunker","Tyrone","54.730959","-7.374883","H 4031 8715","H48","BT","IO64HR"
"B/GI-0051","ROC Post Fivemiletown","ROC Bunker","Tyrone","54.376365","-7.371054","H 4091 4768","H44","BT","IO64HJ"
"B/GI-0052","ROC Post Omagh","ROC Bunker","Tyrone","54.61435","-7.276836","H 4676 7423","H47","BT","IO64IO"
"B/GI-0053","ROC Post Beragh","ROC Bunker","Tyrone","54.545741","-7.208977","H 5123 6664","H56","BT","IO64JN"
"B/GI-0054","ROC Post Clogher","ROC Bunker","Tyrone","54.437231","-7.157592","H 547 546","H55","BT","IO64KK"
"B/GI-0055","ROC Post Pomeroy","ROC Bunker","Tyrone","54.58962","-6.913116","H 7030 7178","H77","BT","IO64NO"
"B/GI-0056","ROC Post Caledon","ROC Bunker","Tyrone","54.331539","-6.811093","H 7738 4316","H74","BT","IO64OH"
"B/GI-0057","ROC Post Dungannon","ROC Bunker","Tyrone","54.517061","-6.757679","H 8049 6387","H86","BT","IO64OM"
"B/GI-0058","ROC Post Cookstown","ROC Bunker","Tyrone","54.658658","-6.741428","H 8126 7965","H87","BT","IO64PP"
"B/GI-0059","ROC Group No 31 - Belfast","ROC Bunker","Antrim","54.52466","-6.05062","J 2630 6563","J26","BT","IO64XM"
"B/GI-0060","AAOR Campsie","AAOR","Londonderry","55.030716","-7.203711","C 5096 2063","C52","BT","IO65JA"
"B/GI-0061","Chain Home - Greystone","Chain Home site","Antrim","54.569797","-5.497175","J 6189 7192","J67","BT","IO74GN"
"B/GI-0062","Chain Home - Kilkeel","Chain Home site","Down","54.07253","-5.970224","J 329 156","J31","BT","IO74AB"
"B/GI-0063","1950s War Room Belfast (Mount Eden Park) - Region 13","Civil Defence","Antrim","54.562978","-5.958206","J 3211 7020","J37","BT","IO74AN"
"B/GI-0064","1960s SRHQ - Ulster - Region 11 - Mount Eden Park","Civil Defence","Antrim","54.56302","-5.958199","J 3210 7020","J37","BT","IO74AN"
"B/GI-0065","1980s RGHQ - Ulster - Ballymena","Civil Defence","Antrim","54.873228","-6.225629","D 1394 0426","D10","BT","IO64VU"
"B/GI-0066","ROTOR Radar - Killard Point/Bishops Court (DBW)","ROTOR Radar site","Down","54.311453","-5.526561","J 6100 4310","J64","BT","IO74FH"
"B/GI-0067","ROTOR Radar - Murlough Bay (URB)","ROTOR Radar site","Antrim","55.198121","-6.095902","D 2127 4063","D24","BT","IO65WE"
"B/GI-0068","Airbattle HQ -  St Angelo","WW2 Airbattle HQ","Fermanagh","54.399636","-7.647911","H 2292 5013","H25","BT","IO64EJ"
"B/GJ-0001","Gouray Monitoring Post","Monitoring Post","Jersey","49.195182","-2.032866","WV 7046 4960","WV74","GJ","IN89XE"
"B/GJ-0002","St Ouens Church Monitoring Post","Monitoring Post","Jersey","49.22547","-2.20708","WV 5773 5282","WV55","GJ","IN89VF"
"B/GJ-0003","WW2 Jersey - Strongpoint Corbiere","WW2","Jersey","49.181582","-2.243757","WV 5511 4791","WV54","GJ","IN89VE"
"B/GJ-0004","WW2 Battery Lothringen and Command Post","WW2","Jersey","49.168868","-2.169149","WV 6056 4656","WV64","GJ","IN89VE"
"B/GJ-0005","WW2 Battery Moltke","WW2","Jersey","49.244567","-2.24866","WV 5468 5491","WV55","GJ","IN89VF"
"B/GJ-0006","BBC Bunker - Les Platons","Utility Bunker","Jersey","49.247484","-2.104787","WV 6515 5535","WV65","GJ","IN89WF"
"B/GM-0001","ROC Post Kildrummy","ROC Bunker","Aberdeenshire","57.248671","-2.884926","NJ 4670 1790","NJ41","AB33 8QT","IO87NF"
"B/GM-0002","ROC Post Tarland Master Post","ROC Bunker","Aberdeenshire","57.119009","-2.850618","NJ 4859 0344","NJ40","AB34 4YQ","IO87NC"
"B/GM-0003","ROC Post Huntly","ROC Bunker","Aberdeenshire","57.435356","-2.758674","NJ 5455 3859","NJ53","AB54 4RD","IO87OK"
"B/GM-0004","ROC Post Kennethmont","ROC Bunker","Aberdeenshire","57.346473","-2.750691","NJ 5492 2869","NJ52","AB52 6YQ","IO87OI"
"B/GM-0005","ROC Post Alford","ROC Bunker","Aberdeenshire","57.236151","-2.721609","NJ 5654 1639","NJ51","AB33 8NB","IO87PF"
"B/GM-0006","ROC Post Pitcaple","ROC Bunker","Aberdeenshire","57.323671","-2.469754","NJ 7181 2600","NJ72","AB51 5EF","IO87SH"
"B/GM-0007","ROC Post Turriff","ROC Bunker","Aberdeenshire","57.543272","-2.452531","NJ 7301 5044","NJ75","AB53 4QR","IO87SN"
"B/GM-0008","ROC Post Echt Master Post","ROC Bunker","Aberdeenshire","57.137509","-2.42906","NJ 7413 0526","NJ70","AB32 7AB","IO87SD"
"B/GM-0009","ROC Post Fyvie","ROC Bunker","Aberdeenshire","57.430418","-2.38069","NJ 7724 3785","NJ73","AB53 8LL","IO87TK"
"B/GM-0010","ROC Post Kintore Master Post","ROC Bunker","Aberdeenshire","57.230133","-2.338208","NJ 7968 1554","NJ71","AB51 0QL","IO87TF"
"B/GM-0011","ROC Post Methlick Master Post","ROC Bunker","Aberdeenshire","57.430177","-2.217648","NJ 8703 3778","NJ83","AB41 7DJ","IO87VK"
"B/GM-0012","ROC Post New Deer","ROC Bunker","Aberdeenshire","57.509084","-2.19275","NJ 8855 4656","NJ84","AB53 6SS","IO87VM"
"B/GM-0013","ROC Post Bucksburn","ROC Bunker","Aberdeen City","57.17577","-2.168351","NJ 8992 0945","NJ80","AB21 9LG","IO87VE"
"B/GM-0014","ROC Post Udny StationMaster Post","ROC Bunker","Aberdeenshire","57.310358","-2.148549","NJ 9115 2443","NJ92","AB41 6PH","IO87WH"
"B/GM-0015","ROC Post Rosehearty","ROC Bunker","Aberdeenshire","57.696919","-2.105507","NJ 9381 6746","NJ96","AB43 7JJ","IO87WQ"
"B/GM-0016","ROC Post Strichen","ROC Bunker","Aberdeenshire","57.594624","-2.087812","NJ 9485 5607","NJ95","AB43 6RU","IO87WO"
"B/GM-0017","ROC Post Newburgh - Aberdeenshire","ROC Bunker","Aberdeenshire","57.317722","-2.009448","NJ 9953 2524","NJ92","AB41 6DS","IO87XH"
"B/GM-0018","ROC Post Inverallochy","ROC Bunker","Aberdeenshire","57.670907","-1.956065","NK 0272 6456","NK06","AB43 8TQ","IO97AQ"
